timestamp,location,class_name,confidence_score,vehicle_color,license_plate,plate_confidence
2025-07-27 11:29:50,"Kolkata, IN",car,0.82,White,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",car,0.75,Black,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",car,0.85,White,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",motorcycle,0.80,Green,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",truck,0.70,Black,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",motorcycle,0.64,Blue,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",motorcycle,0.60,Black,N/A,N/A
2025-07-27 11:29:50,"Kolkata, IN",motorcycle,0.57,Black,N/A,N/A
2025-07-27 11:29:51,"Kolkata, IN",car,0.53,Black,N/A,N/A
2025-07-27 11:29:51,"Kolkata, IN",car,0.86,White,N/A,N/A
2025-07-27 11:29:51,"Kolkata, IN",motorcycle,0.79,Green,N/A,N/A
2025-07-27 11:29:51,"Kolkata, IN",motorcycle,0.67,Blue,N/A,N/A
2025-07-27 11:29:51,"Kolkata, IN",car,0.64,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",truck,0.63,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",motorcycle,0.48,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",motorcycle,0.45,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",car,0.80,White,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",car,0.71,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",truck,0.69,Black,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",motorcycle,0.66,Blue,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",motorcycle,0.58,Green,N/A,N/A
2025-07-27 11:29:52,"Kolkata, IN",motorcycle,0.49,Black,N/A,N/A
2025-07-27 11:29:53,"Kolkata, IN",car,0.81,White,N/A,N/A
2025-07-27 11:29:53,"Kolkata, IN",car,0.80,Black,N/A,N/A
2025-07-27 11:29:53,"Kolkata, IN",motorcycle,0.72,Blue,N/A,N/A
2025-07-27 11:29:53,"Kolkata, IN",truck,0.60,Black,DROIDCAM,0.61
2025-07-27 11:29:53,"Kolkata, IN",car,0.89,White,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",car,0.76,Black,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.72,Blue,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.69,Green,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",truck,0.59,Black,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.50,Black,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",car,0.85,White,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",truck,0.82,Black,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.82,Green,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.66,Blue,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.48,Black,N/A,N/A
2025-07-27 11:29:54,"Kolkata, IN",motorcycle,0.47,Black,N/A,N/A
2025-07-27 11:29:55,"Kolkata, IN",car,0.87,White,N/A,N/A
2025-07-27 11:29:55,"Kolkata, IN",motorcycle,0.79,Green,N/A,N/A
2025-07-27 11:29:55,"Kolkata, IN",car,0.76,Black,N/A,N/A
2025-07-27 11:29:55,"Kolkata, IN",truck,0.72,Black,N/A,N/A
