timestamp,location,class_name,confidence_score,vehicle_color,license_plate,plate_confidence
2025-07-27 11:25:20,"Kolkata, IN",truck,0.93,Black,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.89,White,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.89,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.88,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",bus,0.88,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.85,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.79,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.75,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.72,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",bus,0.63,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",car,0.59,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",truck,0.47,Blue,N/A,N/A
2025-07-27 11:25:20,"Kolkata, IN",truck,0.46,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.91,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.90,Black,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",truck,0.89,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",bus,0.87,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.87,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.87,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.77,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",motorcycle,0.73,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.71,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.68,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.67,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.61,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",truck,0.61,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.58,Black,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",truck,0.90,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.90,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.89,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",truck,0.88,Black,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",bus,0.85,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.84,Blue,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.78,White,N/A,N/A
2025-07-27 11:25:21,"Kolkata, IN",car,0.77,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.75,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",truck,0.69,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.67,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.65,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.62,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.60,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",truck,0.95,Green,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.93,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.90,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.89,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.89,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.88,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.87,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.79,White,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",bus,0.73,Green,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",car,0.64,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",motorcycle,0.60,Blue,N/A,N/A
2025-07-27 11:25:22,"Kolkata, IN",truck,0.58,Blue,N/A,N/A
