timestamp,location,class_name,confidence_score,vehicle_color,license_plate,plate_confidence
2025-09-16 11:55:55,"Durgapur, IN",car,0.63,Red,N/A,N/A
2025-09-16 11:56:03,"Durgapur, IN",car,0.48,Green,N/A,N/A
2025-09-16 11:56:03,"Durgapur, IN",car,0.50,Green,N/A,N/A
2025-09-16 11:56:04,"Durgapur, IN",car,0.82,Green,N/A,N/A
2025-09-16 11:56:04,"Durgapur, IN",car,0.89,Black,N/A,N/A
2025-09-16 11:56:05,"Durgapur, IN",car,0.87,Black,N/A,N/A
2025-09-16 11:56:05,"Durgapur, IN",car,0.81,Black,N/A,N/A
2025-09-16 11:56:44,"Durgapur, IN",car,0.47,White,N/A,N/A
2025-09-16 11:56:44,"Durgapur, IN",truck,0.50,Green,N/A,N/A
2025-09-16 11:56:45,"Durgapur, IN",truck,0.60,Green,N/A,N/A
2025-09-16 11:56:47,"Durgapur, IN",bus,0.87,White,N/A,N/A
2025-09-16 11:56:48,"Durgapur, IN",bus,0.88,White,N/A,N/A
2025-09-16 11:56:48,"Durgapur, IN",bus,0.90,White,N/A,N/A
2025-09-16 11:56:51,"Durgapur, IN",bus,0.89,White,N/A,N/A
2025-09-16 11:56:52,"Durgapur, IN",bus,0.91,White,N/A,N/A
2025-09-16 11:56:52,"Durgapur, IN",bus,0.91,White,N/A,N/A
2025-09-16 11:56:53,"Durgapur, IN",bus,0.91,White,N/A,N/A
2025-09-16 11:56:53,"Durgapur, IN",car,0.49,White,N/A,N/A
2025-09-16 11:56:58,"Durgapur, IN",car,0.63,White,N/A,N/A
2025-09-16 11:57:15,"Durgapur, IN",truck,0.86,White,N/A,N/A
2025-09-16 11:57:15,"Durgapur, IN",truck,0.89,White,N/A,N/A
2025-09-16 11:57:15,"Durgapur, IN",truck,0.87,White,N/A,N/A
2025-09-16 11:57:16,"Durgapur, IN",truck,0.88,White,N/A,N/A
2025-09-16 11:57:16,"Durgapur, IN",truck,0.85,White,N/A,N/A
2025-09-16 11:57:17,"Durgapur, IN",truck,0.84,White,N/A,N/A
2025-09-16 11:57:17,"Durgapur, IN",truck,0.82,White,N/A,N/A
2025-09-16 11:57:17,"Durgapur, IN",truck,0.86,White,N/A,N/A
2025-09-16 11:57:18,"Durgapur, IN",car,0.94,Green,N/A,N/A
2025-09-16 11:57:18,"Durgapur, IN",car,0.79,White,N/A,N/A
2025-09-16 11:57:18,"Durgapur, IN",car,0.67,White,N/A,N/A
2025-09-16 11:57:18,"Durgapur, IN",motorcycle,0.59,Black,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.94,White,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.75,White,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.70,Black,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.91,White,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.84,White,N/A,N/A
2025-09-16 11:57:19,"Durgapur, IN",car,0.69,White,N/A,N/A
2025-09-16 11:57:20,"Durgapur, IN",car,0.92,White,N/A,N/A
2025-09-16 11:57:20,"Durgapur, IN",car,0.80,Black,N/A,N/A
2025-09-16 11:57:20,"Durgapur, IN",car,0.91,White,N/A,N/A
2025-09-16 11:57:20,"Durgapur, IN",car,0.83,White,N/A,N/A
2025-09-16 11:57:21,"Durgapur, IN",car,0.91,White,N/A,N/A
2025-09-16 11:57:21,"Durgapur, IN",car,0.83,White,N/A,N/A
2025-09-16 11:57:21,"Durgapur, IN",truck,0.70,Black,N/A,N/A
2025-09-16 11:57:21,"Durgapur, IN",car,0.91,White,N/A,N/A
2025-09-16 11:57:21,"Durgapur, IN",car,0.82,White,N/A,N/A
2025-09-16 11:57:22,"Durgapur, IN",car,0.90,White,N/A,N/A
2025-09-16 11:57:22,"Durgapur, IN",car,0.79,White,N/A,N/A
2025-09-16 11:57:22,"Durgapur, IN",car,0.90,White,N/A,N/A
2025-09-16 11:57:22,"Durgapur, IN",car,0.74,White,N/A,N/A
2025-09-16 11:57:22,"Durgapur, IN",motorcycle,0.49,Black,N/A,N/A
2025-09-16 11:57:23,"Durgapur, IN",car,0.87,White,N/A,N/A
2025-09-16 11:57:23,"Durgapur, IN",motorcycle,0.55,Black,N/A,N/A
2025-09-16 11:57:23,"Durgapur, IN",car,0.87,White,N/A,N/A
2025-09-16 11:57:23,"Durgapur, IN",car,0.88,White,N/A,N/A
2025-09-16 11:57:24,"Durgapur, IN",car,0.86,White,N/A,N/A
2025-09-16 11:57:24,"Durgapur, IN",car,0.50,Blue,N/A,N/A
2025-09-16 11:57:24,"Durgapur, IN",car,0.85,White,N/A,N/A
2025-09-16 11:57:25,"Durgapur, IN",car,0.83,White,N/A,N/A
2025-09-16 11:57:25,"Durgapur, IN",car,0.54,Black,N/A,N/A
2025-09-16 11:57:25,"Durgapur, IN",car,0.86,White,N/A,N/A
2025-09-16 11:57:25,"Durgapur, IN",motorcycle,0.46,Black,N/A,N/A
2025-09-16 11:57:26,"Durgapur, IN",car,0.47,White,N/A,N/A
2025-09-16 11:57:27,"Durgapur, IN",car,0.52,White,N/A,N/A
2025-09-16 11:57:27,"Durgapur, IN",motorcycle,0.65,Black,N/A,N/A
2025-09-16 11:57:27,"Durgapur, IN",car,0.94,Green,N/A,N/A
2025-09-16 11:57:28,"Durgapur, IN",car,0.92,White,N/A,N/A
2025-09-16 11:57:28,"Durgapur, IN",car,0.63,Black,N/A,N/A
2025-09-16 11:57:28,"Durgapur, IN",truck,0.49,Black,N/A,N/A
2025-09-16 11:57:28,"Durgapur, IN",car,0.93,White,N/A,N/A
2025-09-16 11:57:29,"Durgapur, IN",car,0.93,White,N/A,N/A
